,label,judul_clean,narasi_clean
2857,1,pinjaman modal usaha kementrian koperasi ukm,waspada penipuan harap berhatihati lakukan klarifikasi kementrian koperasi ukm akunakun sosial media call center
2858,0,zara zettira pemilik aks sistem itu kpu legal ileg mempengaruhi terpilih presiden ri,hasil perhitungan sah hitung manual sistem itu
2859,1,rizieq shihab mualafkan pendeta gilbert lumoindong,subhanallah
2860,1,hoax hadassah of indonesia,hoax hadassah of indonesia klarifikasi jurnali cnn jurnali internasion kerja wartawan media nasion lokal suami gerard rijker suami wna kegiatan liberalisasi agama organisasi terbuka visi
2861,1,seorng anak berusia tahun sekarang polr purwakarta ngakunya jakarta,seorng anak berusia tahun sekarang polr purwakarta ngakunya jakarta anak enggak tau diculik atau nyasar sekali lagi mohon untuk dibagikan mkasih
2862,1,penjelasan camat tanjung priok iuran pengerukan got,sekian surat cinta
2863,0,formulir pelaporan kelahiran wni kolom agama beredar media sosial,hebat ah formulir pelaporan kelahiran kolom agama
2864,1,biksu myanmar terkena azab penyakit misteri,pembunuh umat islam rohignya myanmar terkena penyakit misteri allah bayar cash diata kezaliman allahuakbar sebarkan sebanyaknya
2865,1,klaim azzam mujahid izzulhaq masingmas negara memiliki pasal penistaan agamareligi blasphemi,salah alumni gerakan aksi damai azzam mujahid izzulhaq mengklaim masingmas negara memiliki pasal penistaan agama religi blasphemi contoh peranc walikota peranc robert menard desemb
2866,0,uang jaman irsoekarno bertuliskan lafadz allah,suka bicara indonesia arab suka bicara islam indonesia islam arab anti arab uang jaman irsoekarno bertuliskan lafadz allah bertuliskan bahasa arab jaman indonesia islam arab dipisahkan bumi nkridiibaratkan indonesia arab warna merah putih yang bersatu dwi tunggaldan melebur ikatan nkri
2867,1,vidio baca alquran langgam jawa turki,vidio pria mengimami solat langgam jawa pria imam turki membaca alquran langgam jawa
2868,1,pelaku perampokan pembacokan supir truk ranca ekek bandung tembak mati tim buser,pelaku perampokan pembacokan supir truk ranca ekek bandung tembak mati tim buser mantap kali
2869,1,menolak lupa wajah sedih diubah gembira kebohongannya,viralkan menolak lupa wajah sedih diubah gembira kebohongannya
2870,1,akun whatsapp kepala dink kota bengkulu transfer uang,akun whatsapp kepala dink kota bengkulu transfer uang
2871,1,stnk nya palsu plat no stnk vio warna silver,stnk nya palsu plat no stnk vio warna silver
2872,1,video tka china masuk palembang apd lengkap biar nake,
2873,1,pasien positif corona dirawat rumah sakit daerah pekanbaru,selamat malam temanbaru info viru corona masuk pekanbaru tepatnya rs eka hospitalinformasi warga indonesia pulang imlek cina merasakan gejala viru corona mengecek rs eka hospit terkena viru tsbt harap jaga kesehatan menghindari terserang berujung penyesalan obat viru terimakasih
2874,1,charg ponsel powerbank terbakar mall emporium,mall emporium brusan kejadian ngeca hp pakai power bank taruh kantong
2875,1,orang yang mengibarkan bendera bintang kejora gunung papua ditangkap polisi hongkong,orang cia habi nya mengacaukan negara angri foto press dihongkong orang yang mengibarkan bendera bintang kejora digunung papua video ditangkap polisi hongkong
2876,0,bangunan terbakar polda metro jaya gudang peluru,situ gudang enggak dipakai gudang tanah isinya magazin zaman an terbuat terpal disimpan sangkur zaman dipakai barang dipakai
2877,1,daftar menu pesta kulin grati surabaya semarang,gubernur lontong kupang porsi es krim cup bp wagub nasi bakar madura porsi punya bm bakso porsi dina esdm soto ayam porsi
2878,1,gakan beba keluyuran,untuk wanita yang doyan treak khilafah iht video gakan beba keluyuran mall atau kerja atau anak sekolah muhrim pendamp
2879,1,menag nya bilang mesti dirangkul,merdeka presiden memerintah nkri film homo lulu sensor era
2880,1,uji coba tilang elektronik jakarta barat,info melinta dijalanan jakarta barat besok uji coba tilang ecctv
2881,1,imba ketidaksetaraan kesejahteraan gaji pekerja lokal tka,imba ketidaksetaraan kesejahteraan gaji pekerja lokal tka demo pekerja lokal pt imip morowali sulteng semoga ma bang mensejahterakan pekerja lokal
2882,1,lingkaran merah tabung lpg berubah warna hitam penanda tabung meledak,assalamualaikum wr wrb selamat sore sahabat
2883,1,rudi hartono meningg dunia,rip rudi hartono tahun meningg kecelakaan ngegym
2884,0,parasetamol mengandung viru machupo,parasetamol mengandung viru machupo
2885,1,as gelontorkan dana triliun pimpinan nu menangk terorism,informasi intelijen masuk telegram nu bekerjasama langsung as rangka terorism indonesia as gelontorkan dana triliun pimpinan nu menangk terorism niatan terselubung infovalid
2886,1,ketik facebook kembalikan foto profil facebook hilang,mohon maaf pengguna facebook lite aktif indonesia develop facebook lite menerima laporan akun facebook indonesia muncul foto profil facebook indonesia solusi likesukai halaman resmi pengguna fb lite indonesia sharebagikan postingan grup bergabung komentar kolom komentar maksim jam akun normal california usah develop facebook lite ceo facebook mark
2887,0,pengadaan ta sembako jokowi rp miliar presiden,wow terkuak pengadaan sembako bantuan presiden pakai dana apbn senilai miliar terbongkar pengadaan ta sembako sedot dana apbn miliar bawaslu memperingatkan jokowi hentikan kegiatan bagibagi sembako
2888,1,surat sahabat negeri,musibah menimpa negeri pemerintah restui mentri agama jaminan keamanan kepolisian yang instruksikan langsung kapolri tito karnavian melegalkan syiah statemen amin rai bikin miri saya belum merasakan situasi kenegaraan segent surat sahabat negeri
2889,1,pengacara benarkan ahok gugat cerai veronica tan,pengacara benarkan ahok gugat cerai veronica tan
2890,1,motor terbakar hp didalam jok,mohon simpan hp dibawah jok motor berbahaya meledak kemarin purwosari jawa timur telpon berder motor meledak bersyukur korban jiwa situ aki tangki bensin
2891,0,penggerebekan wn chinataiwan,up date selasa maret penggerebekan narkoba ton orang china laki perempuan perumahan pik pantai indah kapuk jakarta utara penggerebekan lakukan aparat kepolisian tni lsm masyarakat
2892,0,foto putri raja salman mengenakan pakaian adat bali,foto putri raja salman mengenakan pakaian adat bali
2893,1,comedian ernest prakasa zakir pendana isi,jika hangat menjamu zakir orang terangterangan mendanai isi sulit dipahami
2894,1,sertifikasi khatib persyaratan nomin penghasilan,info sertifikasi khatib
2895,1,foto makhluk menyerupai manusia tiku raksasa akibat durhaka orang tua,foto makhluk menyerupai manusia tiku raksasa akibat durhaka orang tua
2896,0,media meliput demo buruh gedung kpk balai kota istana,media meliput demo buruh gedung kpk balai kota istana
2897,0,pernyataan ketua mui terkait pelarangan takbiran kelil,pemberitaan islamedia kah maruf amin ketua majesli ulama indonesia mui memprot pelarangan takbiran kelil indonesia dki jakarta
2898,1,dituduh pki bangkit pamekasan jokowi dicaci maki,pa kampany warn dugaan pki bangkit era jokowi kubu sebelah menyebut fitnah hoax ghibah black campaign
2899,1,kampu pemujaan setan bandung,ieu mah itena
2900,1,inisi nama jokowi kepanjangan herbertu,asli china cipit
2901,1,video uji coba merk air minum miner kemasan berbahaya,ilmu yang petik pengetahuan minuman minum air liminer berbahaya tubuh
2902,1,foto jaman jokowi monumen palu arit berdiri,jaman jokowi monumen palu arit berdiri paham
2903,1,tujuan masuk mall pakai barcod,mall dibuka gae tujuan masuk mall pakai barcod positif corona gedung terdaftar masuk mall langsung odp terpapar corona langsung dicari dikarantina pergi mall enggak butuh prosedurnya mall
2904,1,beda kela kela vvip kela ekonomi,beda kela kela vvip kelasekonomi waktu waktu waktu sekarangmah kacau zaman iki
2905,1,madu dicampur bawang putih obat kanker,madu campur bawang putih menghasilkan manfaat terduga menghancurkan pertumbuhan sel kanker saudara tetangga mengidap penyakit kanker kunjung sembuh tolong kasih insya allah penyakit derita sembuh
2906,1,akun palsu bupati pasuruan penggalangan dana covid,akun facebook mengatasnamakan bupati pasuruan irsyad yusuf muncul penggalangan dana penanganan viru corona covid
2907,1,mr kimjung on rip,mr kimjung on rip umur jam yglalu umumkan operasi gagal
2908,1,ir soekarno perjuanganmu sulit melawan anak,perjuanganku mudah melawan penjajah perjuanganmu sulit melawan anak
2909,1,foto lihatlah kebiadapan israel,kutipan artikelnya benak hati lihat ft diata mendiami diam tutup mulut telinga berpurapura paham mari sebar luaskan infrmasi rang dunia kebiadabanya astaghfirullah memiliki kesangsian aktivita tiran pasukan israel palestina dunia tingkatkan tahun rekaman harian memiliki cnth aktivita tiran pasukanpasukan israel mengubur anakanak muslim hidup hidup
2910,1,video india lockdown buntutnya rusuh,india lockdown buntutnya rusuh sosial
2911,1,novel terbitan prediksi kemunculan corona wuhan,karya sastra novel memprediksi serangan viru corona wuhan novel berjudul the eye of dark dituli dean koontz novel diterbitkan diterbitkan the new york time penulisnya penuli best seller halaman novel kemunculan senuah viru wuhan novel viru dinamakan corona wuhan ilmuwan china bernama li chen
2912,1,minum air berkumur air hangat garam cuka menghilangkan viru corona tenggorokan,viru corona mencapai paruparu tenggorokan orang batuk sakit tenggorokan minum air berkumur air hangat garam cuka menghilangkan viru sebarkan informasi menyelamatkan informasi
2913,1,pengin viralin biar dikasih efek jera,tolong bantu viralin kasihan korban diam doang yaallah enggak tau dimana bantu viralin enggak lebayang sakit yang tahan masuk sekolah enggak sekolah karena kalo enggak sekolah orang tuanya marah dibilang mala padah enggak mau sekolah karena tau disekolah dipukulin teman nya enggak orang tapi ramean
2914,1,pengalaman mendikbud nadiem makarim mematahkan mito nem ipk rangk,pengalaman hidup pengalaman mendikbud nadiem makarim mematahkan mito nem ipk rangk berpengaruh kesuksesan nem ipk rangk
2915,1,video bunuh podomoro citi deli park medan,bunuh podomoro citi deli park medan medan infoesiacom pembukaan makan korban bunuh podomoro deli citi medan sumatera utara
2916,1,pijak kecoa mati isi perut kecoa bahaya,kecoa kediaman dimanamana elakkan memukulnya mati tangan kosong kerana isi perut kecoa bahaya kerana perut kecoa cace haluslembut hidup diluar tubuh kecoa cace tubuh kecoa perut bergerak mencari awa ya
2917,1,hatihati ketemu anak menangi jalan modu penjahat merampok memperkosa menculik,hoak diklarifikasi biro multimedia divisi huma mabe polri mengeluarkan imbauan terkait modu imbauan palsu waspada modu kejahatan menemukan anak menangi gelap sepi baiknya mampir kantor po polisi terdekat
2918,1,kabar pembukaan showroom esemka boyolali,esemka resmi membuka showroom komplek pabrik esemka boyolali wartawan netizen masyarakat indonesia harap antri pemesanan mobil idaman esok
2919,1,umat islam new zealand membakar gereja,dikabarkan umat islam new zealand membakar gereja stjohn new zealand membala kejadian penembakan umat muslim mesjid new zealand
2920,1,rumah neno warisman dikepung preman,mari pendukung pa bunda neno merapat rumah bunda neno warisman griya tugu asri cimanggi karena rumah beliau dikepung preman bayaran
2921,1,mahasiswa desak parpol bersatu lengserkan jokowi,mahasiswa desak parpol bersatu lengserkan jokowi parpol banci
2922,0,diteriakkan nama prabowo,diteriakkan nama prabowo
2923,1,gambar hasil suntingan berita sandiaga indonesia raih juara asian game,pilih orang pesimi pemimpin
2924,1,ani baswedan ditolak penceramah tarawih masjid istiql,media dare memberitakan gubernur dki jakarta ani baswedan ditolak penceramah tarawih penguru masjid istiql
2925,0,air mata pm kanada menyambut pengungsi suriah with tear pm of canada welcom the refuge from syria,air mata pm kanada menyambut pengungsi suriah mengirim pesawat suriah membawa orangorang suriah rumah pengungsi suriah dibawa kanada statu penduduk permanen kanada kebanggaan dunia pahlawan
2926,1,pesan berantai hubungi sekda cilacap,selamat pagi kami dari kantor bupati cilacap an bayu prahara pembangunan kepala kb wijaya kusuma hubungi sekda farid mahrud no sekarang
2927,1,orang meludahi alquran mengencingi alquran,mindzalik orang meludahi alquran mengencingi alquran azab allah swt tolong bagikan berhenti postingan andabiar orang yang suka menghina alquran tau kalo azab allah swt nyata
2928,0,besok mesin sensor milik kemkominfo berburu,kementerian komunikasi informatika kemkominfo aktif memburu konten negatif dunia maya
2929,1,bmkg tanggapi ramalan gempa tsunami ntb,deputi bidang geofisika bmkg dari muhamad sadli meng cakupan dampak bencana lua sulit diterima konsep ilmu kegempaan seismolog teknolog memprediksi gempa bumi kekuatannya
2930,1,marsek tni hadi tjahjanto alumni seba polri,lete putra terbaik bangsaalumni seba polri singaraja seba pleton calon panglima tnibravo seba singarajabaru setahun tuga re sumba ntt lulu akabri au
2931,1,pemerintah cabut sertifikasi halal mui,kemarin whatsapp bubu yulia zenith bardan gambar dibawah catatan gambar asli tulisan hati provokasi tulisan tambahkan saran teman yang berkomentar bia terima kasih untuk sarannya ya hati sediiiiihhhh terbukti sisi niat provokasi
2932,1,partikel panci alumunium terserap makanan,suka sedih lihat temanteman memasak pakai piranti sehat murah satusatunya alasan memb alatalat mari simak pelajari paham memilihmilih keluarga kalimat pembuka pesan hoax
2933,1,jual beli properti tercatat seperti pemilik dilaporkan tax amnesti,teliti memb temanteman berlaku peraturan jual rumah tanah ruko dsb asset tercatat seperti pemilik dilaporkan tax amnesti harta tersebut tercantum seperti orang tax amnesti pajak pph bphtb validasi transaksi jualb alia batal
2934,1,video gedung moonton kebarakanmobil legend ditutup,malam onlin mobil legend pantasan gedung nya terbakar
2935,0,modu kejahatan mengura reken bank penukaran sim card ponsel,modu kejahatan kian berkembang era digit modu kejahatan terbaru pembobolan reken memanfaatkan nomor ponsel mengganti kartu sim asli oper penyedia layanan selular terkait modu sim swap pengambilalihan nomor ponsel sarana pelaku kejahatan unt
2936,1,blackberri messang beba kuota,blackberri messang beba kuota
2937,0,mahasiswa butuh jam atasi hoax facebook,sesusah memberanta berita hoax mahasiswa mengikuti program hackaton princeton univers as menganggapnya relatif mudah butuh jam menggodok proyek bernama fib stop live lie
2938,1,sultan erdogan memanggul keranda muhammad ali,sultan erdogan memanggul jenazah muhammad ali petinju legendari muslim as sosok petinju konsisten mendukung palestina melawan agresor yahudi
2939,1,tangkapan layar artikel demokrat habib rizieq arab dirikan khilafah beraninya indonesia dasar provok,demokrat habib rizieq arab dirikan khilafah beraninya indonesia dasar provok
2940,1,foto penipuan medi alat te suhu kene alat sinar leser te suhu kabel proyek covit,penipuan medi hatihati alat te suhu kene alat sinar leser te suhu kabel proyek covit rela mengorbankan rakyat indonesia
